,ANO,REGIAO,UF,MUNICIPIO,AREA,DEPENDENCIA_ADM,LOCALIZACAO,NOTA_LP,NOTA_MT,SEXO,RACA_COR,MES_NASC,ANO_NASC,COMPUTADOR,ESC_MAE,ESC_PAI,USO_TEMPO_TELAS,AFAZERES_DOM,TRABALHO,PERSPECTIVAS
1988,2017,Sul,RS,4319109,Interior,Estadual,Urbana,289.01362400000005,318.478482,Feminino,Branca,Julho,2001,"Sim, um","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
1989,2017,Nordeste,MA,2101400,Interior,Municipal,Urbana,224.53978999999998,238.73242599999998,Masculino,Branca,Julho,2000,Não tem,Não completou o 5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Entre 1 e 2 horas,Não faço trabalhos domésticos,Sim,Somente continuar estudando
1990,2017,Nordeste,PI,2211001,Capital,Estadual,Urbana,258.36353399999996,212.30278900000002,Feminino,Parda,Outubro,2002,"Sim, um","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Somente continuar estudando
1991,2017,Sudeste,SP,3502804,Interior,Estadual,Urbana,286.667473,316.547179,Masculino,Branca,Setembro,2003,"Sim, um",Completou a Faculdade,"Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
1992,2017,Sudeste,MG,3149309,Interior,Municipal,Urbana,241.087412,252.63832599999998,Masculino,Parda,Julho,2002,"Sim, um",Não completou o 5.º ano do Ensino Fundamental,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
1993,2017,Sul,RS,4315750,Interior,Municipal,Urbana,259.870668,209.645221,Masculino,Não quero declarar,Junho,2000,Não tem,Não sei,Não sei,Mais de 3 horas,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
1994,2017,Sul,SC,4209102,Interior,Municipal,Urbana,257.050053,291.20229900000004,Masculino,Branca,Novembro,2002,"Sim, um","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Mais de 2 horas, até 3 horas","Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
1995,2017,Sul,RS,4311908,Interior,Estadual,Urbana,272.724225,235.264196,Feminino,Branca,Junho,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
1996,2017,Nordeste,MA,2107902,Interior,Municipal,Urbana,213.28091,255.66215699999998,Masculino,Branca,Fevereiro,2002,Não tem,Não completou o 5.º ano do Ensino Fundamental,Nunca estudou,Menos de 1 hora,"Mais de 2 horas, até 3 horas",Sim,Somente continuar estudando
1997,2017,Sudeste,SP,3548807,Interior,Municipal,Urbana,312.30831,318.997275,Feminino,Parda,Junho,2003,"Sim, um",Completou a Faculdade,Completou a Faculdade,Mais de 3 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
1998,2017,Nordeste,PE,2606101,Interior,Municipal,Urbana,265.550959,240.34335499999997,Feminino,Parda,Junho,2002,Não tem,Não completou o 5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Entre 1 e 2 horas,"Mais de 2 horas, até 3 horas",Não,Somente continuar estudando
1999,2017,Nordeste,CE,2304202,Interior,Estadual,Urbana,235.668043,237.463,Feminino,Parda,Dezembro,2000,Não tem,"Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade",Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
0,2017,Sudeste,MG,3147907,Interior,Estadual,Urbana,355.05271600000003,380.85711499999996,Masculino,Parda,Fevereiro,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Menos de 1 hora,Não,Somente continuar estudando
1,2017,Centro-Oeste,GO,5208707,Capital,Municipal,Urbana,325.084461,247.12080299999997,Feminino,Parda,Agosto,2003,"Sim, um",Completou a Faculdade,Completou a Faculdade,Entre 1 e 2 horas,Menos de 1 hora,Não,Somente continuar estudando
2,2017,Nordeste,PI,2206605,Interior,Municipal,Rural,263.958044,225.593482,Masculino,Parda,Junho,2001,Não tem,Não completou o 5.º ano do Ensino Fundamental,Completou a Faculdade,Entre 1 e 2 horas,Menos de 1 hora,Sim,Somente continuar estudando
4,2017,Norte,PA,1500305,Interior,Municipal,Urbana,200.26675600000002,169.605578,Feminino,Parda,Dezembro,2001,Não tem,Não sei,Não sei,Menos de 1 hora,Menos de 1 hora,Não,Ainda não sei
5,2017,Sudeste,MG,3170206,Interior,Estadual,Urbana,219.487673,244.882036,Masculino,Preta,Dezembro,2002,"Sim, um","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
6,2017,Nordeste,PE,2603900,Interior,Municipal,Urbana,303.998523,306.550389,Feminino,Parda,Abril,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Entre 1 e 2 horas,Não,Ainda não sei
7,2017,Sul,PR,4114500,Interior,Estadual,Rural,241.458356,234.568336,Feminino,Parda,Agosto,2003,Não tem,"Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
8,2017,Nordeste,BA,2927408,Capital,Estadual,Urbana,222.14983999999998,199.788888,Feminino,Preta,Maio,2000,"Sim, dois","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Entre 1 e 2 horas,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
9,2017,Centro-Oeste,GO,5208608,Interior,Estadual,Urbana,322.10589300000004,300.986419,Feminino,Parda,Janeiro,2003,Não tem,Não sei,Completou a Faculdade,Entre 1 e 2 horas,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
10,2017,Nordeste,BA,2930204,Interior,Estadual,Urbana,178.177017,188.276969,Feminino,Não quero declarar,Junho,2001,"Sim, um",Não sei,Não sei,Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Somente continuar estudando
11,2017,Sul,PR,4120903,Interior,Estadual,Urbana,228.007752,224.676792,Masculino,Não quero declarar,Janeiro,2003,"Sim, um",Não sei,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Entre 1 e 2 horas,Não,Ainda não sei
12,2017,Centro-Oeste,GO,5220603,Interior,Municipal,Rural,220.127638,242.3571,Masculino,Branca,Novembro,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
13,2017,Sul,PR,4120606,Interior,Estadual,Rural,238.607164,209.76175600000002,Masculino,Branca,Julho,2003,Não tem,Não completou o 5.º ano do Ensino Fundamental,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Mais de 3 horas,Não,Somente continuar estudando
15,2017,Sul,SC,4204178,Interior,Estadual,Urbana,205.851405,215.372452,Masculino,Não quero declarar,Março,2001,Não tem,"Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
16,2017,Sudeste,SP,3525904,Interior,Estadual,Urbana,296.99208,282.85874900000005,Masculino,Parda,Março,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
17,2017,Nordeste,PI,2211605,Interior,Municipal,Rural,261.296429,321.38153,Masculino,Parda,Novembro,2000,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Continuar estudando e trabalhar
18,2017,Sudeste,SP,3521408,Interior,Estadual,Urbana,216.142129,165.296279,Masculino,Parda,Agosto,2001,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Entre 1 e 2 horas,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
19,2017,Nordeste,PE,2604106,Interior,Municipal,Urbana,285.506876,294.60021800000004,Masculino,Parda,Janeiro,2003,Não tem,"Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,Menos de 1 hora,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
20,2017,Nordeste,PB,2504306,Interior,Estadual,Urbana,312.720408,320.55292599999996,Feminino,Parda,Dezembro,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
21,2017,Sudeste,SP,3550308,Capital,Estadual,Urbana,298.377678,277.352404,Masculino,Parda,Março,2003,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Nunca estudou,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
22,2017,Sul,PR,4119608,Interior,Estadual,Rural,249.657295,257.80451,Masculino,Branca,Abril,2003,Não tem,Não sei,Não sei,Menos de 1 hora,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
23,2017,Nordeste,PE,2608503,Interior,Municipal,Urbana,180.11002299999998,243.59925099999998,Masculino,Branca,Abril,2002,Não tem,Não completou o 5.º ano do Ensino Fundamental,Não sei,Menos de 1 hora,Menos de 1 hora,Não,Ainda não sei
24,2017,Centro-Oeste,MS,5006606,Interior,Estadual,Urbana,304.55039300000004,346.055365,Masculino,Parda,Dezembro,2002,"Sim, um",Completou a Faculdade,Não sei,Entre 1 e 2 horas,Menos de 1 hora,Sim,Continuar estudando e trabalhar
25,2017,Norte,AC,1200351,Interior,Municipal,Urbana,169.986067,203.413841,Feminino,Parda,Outubro,2002,Não tem,Não sei,Não sei,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Mais de 3 horas,Não,Somente continuar estudando
26,2017,Norte,AM,1302553,Interior,Estadual,Urbana,248.14740600000002,238.79530499999998,Feminino,Branca,Maio,2003,Não tem,Não sei,Não sei,Mais de 3 horas,Não faço trabalhos domésticos,Não,Somente continuar estudando
27,2017,Sudeste,RJ,3304557,Capital,Municipal,Urbana,204.11657,250.87989700000003,Feminino,Parda,Abril,2002,"Sim, um",Não sei,Não sei,Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Somente continuar estudando
28,2017,Sul,PR,4104808,Interior,Estadual,Urbana,267.521097,260.141536,Masculino,Preta,Janeiro,2002,"Sim, quatro ou mais","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
29,2017,Centro-Oeste,MS,5002704,Capital,Municipal,Urbana,305.167108,230.28849300000002,Masculino,Branca,Outubro,2003,"Sim, um","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
30,2017,Nordeste,PI,2208205,Interior,Municipal,Urbana,180.796156,257.067793,Feminino,Amarela,Janeiro,2001,Não tem,Não sei,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Menos de 1 hora,Mais de 3 horas,Não,Somente continuar estudando
31,2017,Nordeste,MA,2109601,Interior,Municipal,Urbana,201.272045,245.91542900000002,Feminino,Branca,Junho,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
32,2017,Norte,PA,1505064,Interior,Municipal,Rural,242.15743500000002,205.800332,Feminino,Parda,Maio,2000,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Menos de 1 hora,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
33,2017,Sul,PR,4121208,Interior,Estadual,Rural,236.123004,253.671104,Masculino,Branca,Abril,2001,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Mais de 3 horas,Não,Continuar estudando e trabalhar
34,2017,Sul,PR,4108809,Interior,Estadual,Urbana,252.233075,288.809269,Masculino,Parda,Março,2002,"Sim, um","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Menos de 1 hora,Sim,Continuar estudando e trabalhar
35,2017,Sudeste,SP,3550308,Capital,Estadual,Urbana,368.489216,336.424279,Feminino,Branca,Fevereiro,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Completou a Faculdade,Mais de 3 horas,Menos de 1 hora,Sim,Continuar estudando e trabalhar
36,2017,Norte,AM,1301704,Interior,Estadual,Urbana,253.47306099999997,265.77743799999996,Feminino,Parda,Outubro,2002,"Sim, um",Não sei,Não sei,Menos de 1 hora,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
37,2017,Sudeste,SP,3509007,Interior,Estadual,Urbana,233.058987,259.600721,Feminino,Parda,Janeiro,2003,"Sim, um","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade",Menos de 1 hora,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
39,2017,Sudeste,SP,3545803,Interior,Estadual,Urbana,268.600211,253.218824,Masculino,Amarela,Junho,2003,"Sim, um","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Completou a Faculdade,Mais de 3 horas,Entre 1 e 2 horas,Não,Ainda não sei
40,2017,Norte,TO,1713304,Interior,Estadual,Urbana,225.781319,225.92531400000001,Feminino,Parda,Abril,1999,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Menos de 1 hora,Mais de 3 horas,Sim,Continuar estudando e trabalhar
41,2017,Nordeste,CE,2304103,Interior,Municipal,Urbana,300.75705,329.343615,Feminino,Preta,Fevereiro,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
42,2017,Centro-Oeste,MS,5003702,Interior,Municipal,Urbana,326.693683,346.371604,Masculino,Branca,Abril,2002,"Sim, dois",Completou a Faculdade,"Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
43,2017,Nordeste,BA,2910701,Interior,Municipal,Rural,294.008664,259.687578,Masculino,Não quero declarar,Dezembro,1999,Não tem,Não sei,Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Ainda não sei
44,2017,Sudeste,SP,3534401,Interior,Estadual,Urbana,280.62824900000004,240.415847,Feminino,Indígena,Janeiro,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
45,2017,Nordeste,PE,2616407,Interior,Municipal,Rural,179.452043,184.697792,Masculino,Não quero declarar,Fevereiro,2000,Não tem,Não sei,Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Ainda não sei
46,2017,Nordeste,PB,2509305,Interior,Municipal,Urbana,275.216042,305.627718,Feminino,Parda,Agosto,2001,Não tem,Não completou o 5.º ano do Ensino Fundamental,Nunca estudou,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
48,2017,Sudeste,RJ,3303500,Interior,Municipal,Urbana,236.88235600000002,208.696951,Masculino,Branca,Março,2002,"Sim, dois",Não sei,"Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Menos de 1 hora,Não,Somente continuar estudando
50,2017,Norte,PA,1500602,Interior,Municipal,Urbana,237.245752,299.690108,Masculino,Parda,Março,2003,Não tem,Não sei,Não sei,Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
51,2017,Sudeste,SP,3522505,Interior,Estadual,Urbana,273.801851,275.95263700000004,Masculino,Parda,Janeiro,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Completou a Faculdade,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
53,2017,Centro-Oeste,DF,5300108,Capital,Estadual,Urbana,330.00534500000003,327.782319,Masculino,Parda,Agosto,2002,"Sim, um","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
54,2017,Sudeste,ES,3205002,Interior,Estadual,Urbana,251.999754,278.872061,Masculino,Parda,Junho,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Menos de 1 hora,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
55,2017,Sudeste,MG,3145109,Interior,Municipal,Urbana,321.675228,313.85674500000005,Masculino,Parda,Outubro,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Mais de 3 horas,Sim,Continuar estudando e trabalhar
58,2017,Nordeste,AL,2700102,Interior,Municipal,Urbana,202.95432,277.663613,Masculino,Parda,Novembro,2002,"Sim, dois","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
59,2017,Sul,RS,4310207,Interior,Municipal,Urbana,279.348706,294.96452400000004,Masculino,Branca,Setembro,2002,"Sim, um",Completou a Faculdade,Não sei,Mais de 3 horas,Menos de 1 hora,Não,Ainda não sei
60,2017,Nordeste,RN,2408102,Capital,Estadual,Urbana,312.54488100000003,279.585191,Masculino,Parda,Dezembro,2002,"Sim, dois","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
